Prospect_ID,Lead_Origin,Lead_Source,Do_Not_Email,TotalVisits,Total_Time_Spent_on_Website,Page_Views_Per_Visit,Last_Activity,Specialization,How_did_you_hear_about_us,occupation,Newspaper,City,Activity_Score,Profile_Score,downloaded_brochure,Converted
24450f53-b189-48b4-9403-6b62f9bfe470,Landing Page Submission,Google,No,5,312.0,2.5,Email Opened,Finance Management,Online Search,Unemployed,No,Mumbai,13,18,Yes,No
77192db9-0bd7-42e5-83e8-fbdf143d87c3,Landing Page Submission,Google,No,4,320.0,4.0,Email Opened,Business Administration,Unknown,Unknown,No,Mumbai,14,18,Yes,No
e80e9214-2648-412d-876a-db4b670e7e62,Landing Page Submission,Google,No,3,784.0,3.0,Converted to Lead,Business Administration,Other,Working Professional,No,Mumbai,15,20,No,Yes
57847910-96b8-4d39-8bfd-f7883f7c89ea,API,Google,No,2,969.0,1.0,Email Opened,Marketing Management,Select,Unemployed,No,Mumbai,14,18,No,Yes
b7366764-087c-4de5-8108-ecdce84747f0,API,Google,No,4,1184.0,2.0,Email Opened,Human Resource Management,Select,Unemployed,No,Mumbai,15,17,No,Yes
23b8490f-0922-4a8e-9511-6a5836e17170,API,Google,No,4,995.0,1.33,Email Opened,Select,Select,Unemployed,No,Mumbai,14,17,No,Yes
14f31910-89a3-4f38-b803-dbb57999ae44,API,Google,No,6,481.0,6.0,Email Opened,Unknown,Unknown,Unknown,No,Unknown,0,0,No,No
913413e2-978c-44b1-9e6d-9991bcba0fba,API,Google,No,3,42.0,1.5,Email Opened,Select,Select,Unemployed,No,Select,15,15,No,No
4faa6b62-046c-4814-b263-1aca4425ca06,Landing Page Submission,Direct Traffic,Yes,4,1596.0,4.0,SMS Sent,Services Excellence,Select,Unemployed,No,Mumbai,13,15,No,No
c2ed75ee-d57a-4b34-a148-03a76d0b239a,API,Google,No,3,7.0,3.0,SMS Sent,Select,Select,Unemployed,No,Select,13,15,No,No
34a8ad95-b6ea-45dd-abd4-3b7b97efec84,Landing Page Submission,Organic Search,No,11,374.0,11.0,Email Opened,Travel and Tourism,Select,Student,No,Mumbai,16,16,Yes,Yes
cd6943e3-a99c-4fa4-96a6-95c054f569eb,Landing Page Submission,Google,No,4,688.0,2.0,Email Opened,Finance Management,Online Search,Working Professional,No,Mumbai,13,20,No,Yes
b69a27c6-d0f4-4676-8beb-4af3550e2278,Landing Page Submission,Google,No,5,30.0,5.0,Email Opened,Finance Management,Multiple Sources,Unknown,No,Mumbai,14,18,No,No
0dbcf937-2e15-4ecb-a796-a5a8e824fd1f,Landing Page Submission,Google,No,12,348.0,3.0,Converted to Lead,Finance Management,Word Of Mouth,Unemployed,No,Mumbai,14,18,No,No
be7f2cf1-1821-438d-83ab-ab18c44dce86,Landing Page Submission,Direct Traffic,No,2,118.0,2.0,SMS Sent,Operations Management,Select,Unemployed,No,Other Cities of Maharashtra,12,17,Yes,Yes
0918c483-3947-4cc0-99e6-56d29483f56b,Landing Page Submission,Direct Traffic,No,3,1024.0,1.5,Email Opened,Human Resource Management,Select,Unemployed,No,Other Cities of Maharashtra,11,17,Yes,Yes
51563510-2ed9-4382-aeef-be4b83963d5b,API,Google,No,3,1344.0,3.0,Email Opened,Hospitality Management,Select,Unemployed,No,Select,13,12,No,No
c091eb4e-4cd4-47c7-bd6c-b1acc80606f0,API,Google,No,2,127.0,2.0,SMS Sent,Marketing Management,Select,Unemployed,No,Select,13,14,No,No
4b3a075d-6cfc-4cb3-bd11-8621b20906b6,Landing Page Submission,Google,No,3,783.0,3.0,Email Opened,Human Resource Management,Social Media,Working Professional,No,Mumbai,12,18,No,No
8cdb848f-a689-4fe9-bc36-4c9dac8cccfe,API,Google,No,4,152.0,4.0,View in browser link Clicked,Select,Select,Unemployed,No,Select,11,15,No,No
af334ec6-bfff-4de7-b59d-d8c2fae37795,Landing Page Submission,Google,No,4,847.0,4.0,Email Opened,Human Resource Management,Online Search,Working Professional,No,Mumbai,15,20,No,Yes
75b60756-f117-40d3-8d24-fff8a4cffbce,Landing Page Submission,Google,No,4,1017.0,4.0,SMS Sent,Human Resource Management,Online Search,Unemployed,No,Mumbai,14,18,No,Yes
cb88de9e-545d-4d99-9147-529842216f6f,Landing Page Submission,Google,No,4,1337.0,4.0,Email Opened,Human Resource Management,Online Search,Unemployed,No,Mumbai,14,18,No,Yes
8c43114d-8cc2-40a4-b8d0-b787c693e5a4,Landing Page Submission,Google,No,8,367.0,2.67,SMS Sent,Finance Management,Online Search,Unemployed,No,Other Cities of Maharashtra,14,17,No,No
0b804455-f51b-459e-bc2c-1bddb8da688f,Landing Page Submission,Google,No,6,90.0,3.0,Olark Chat Conversation,"Banking, Investment And Insurance",Select,Unemployed,No,Other Cities,15,16,Yes,No
c2ed2881-fc0c-41f5-aedc-27744537c761,API,Olark Chat,No,0,0.0,0.0,Olark Chat Conversation,Marketing Management,Select,Unemployed,No,Select,15,14,No,No
1400b971-1ada-4a7c-a067-9e44eb595033,Landing Page Submission,Organic Search,No,9,186.0,9.0,Unreachable,Marketing Management,Unknown,Unknown,No,Other Metro Cities,15,16,Yes,No
712e84ad-8afc-41ff-8631-7fdd0a7d669e,API,Organic Search,No,2,1978.0,2.0,SMS Sent,Unknown,Unknown,Unknown,No,Unknown,13,15,No,No
4feef19d-6a2f-4499-a081-c5762145de04,Landing Page Submission,Google,Yes,5,777.0,5.0,Page Visited on Website,Business Administration,Student of SomeSchool,Unemployed,No,Mumbai,15,20,No,Yes
cdb4ed71-5810-4417-b823-3302a9e5b1e3,Lead Add Form,Reference,No,0,0.0,0.0,SMS Sent,Rural and Agribusiness,Select,Unemployed,No,Select,15,15,No,Yes
1e8e66a7-de8b-40af-b7e1-345ec21ab4f7,Landing Page Submission,Direct Traffic,No,3,31.0,3.0,Email Opened,Media and Advertising,Select,Working Professional,No,Other Metro Cities,14,17,No,Yes
3f1d6ef1-b6a7-4591-9a71-e4af32ca5e39,API,Olark Chat,No,0,0.0,0.0,Olark Chat Conversation,Marketing Management,Select,Unemployed,No,Select,15,14,No,No
bad10c18-0408-421f-82fd-23d11a62ce36,Landing Page Submission,Google,No,4,62.0,4.0,Email Link Clicked,Retail Management,Advertisements,Unemployed,No,Mumbai,14,18,No,Yes
889acd06-8a50-4906-a379-955fb67d9df3,Landing Page Submission,Direct Traffic,No,2,931.0,2.0,Email Opened,Human Resource Management,Select,Unemployed,No,Mumbai,14,19,Yes,Yes
5650922e-4c6b-49f5-81aa-55d757230e4c,API,Olark Chat,No,0,0.0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,No,Unknown,14,15,No,No
43bb0c05-1f42-4bb6-9340-cb0ea32dfd80,API,Google,No,4,1272.0,4.0,SMS Sent,Marketing Management,Select,Working Professional,No,Select,15,16,No,Yes
41b4eda5-445c-4176-bddb-d3785c6e0c9d,API,Google,No,5,324.0,2.5,Email Opened,Select,Select,Unemployed,No,Select,13,15,No,No
fe8423f7-bd52-4afd-98be-decc1aefee6b,Landing Page Submission,Google,No,6,277.0,6.0,Email Opened,Finance Management,Online Search,Unknown,No,Mumbai,13,18,No,No
63b73758-7823-4f34-86f5-f620a0955acd,API,Olark Chat,Yes,0,0.0,0.0,Email Bounced,Unknown,Unknown,Unknown,No,Unknown,15,15,No,No
1ca14420-3c7b-4b49-8a38-e2ccd2251a8a,Landing Page Submission,Google,No,4,1381.0,4.0,Email Opened,Human Resource Management,Select,Unemployed,No,Mumbai,15,18,Yes,Yes
2611e818-addd-489b-a41e-0841b501fba8,API,Google,No,2,535.0,1.0,Olark Chat Conversation,Select,Select,Unemployed,No,Select,15,15,No,No
f3d5ea5f-2b94-41c8-9521-91a445380ce8,Lead Add Form,Reference,No,0,1835.0,0.0,Unknown,Select,Select,Unemployed,No,Select,14,17,No,Yes
8957cc84-12cf-4fc4-a0ba-a365d69b4ab4,API,Others,No,2,942.0,2.0,Olark Chat Conversation,Supply Chain Management,Select,Unemployed,No,Select,15,14,No,Yes
c6858591-1329-48e3-9e27-3d6407a5546d,Lead Add Form,Reference,No,0,0.0,0.0,Email Opened,Business Administration,Select,Unemployed,No,Mumbai,15,20,No,Yes
786ddcee-868c-4814-bdaa-30dc0e6cd68e,Landing Page Submission,Direct Traffic,No,6,326.0,6.0,Email Opened,Human Resource Management,Select,Unemployed,No,Other Metro Cities,14,16,Yes,No
e0032a65-ae4e-4221-b8c2-7650899f73ae,API,Google,No,2,1429.0,2.0,SMS Sent,Hospitality Management,Select,Working Professional,No,Select,14,13,No,Yes
4f08abe2-b9c3-4088-b5e4-8876e023b705,Landing Page Submission,Google,No,4,1205.0,2.0,Email Opened,Human Resource Management,Online Search,Unemployed,No,Mumbai,14,18,No,Yes
ff8bc336-6906-4d43-9480-60808bf8dae0,API,Google,Yes,2,96.0,2.0,Email Bounced,Marketing Management,Select,Unemployed,No,Select,12,15,No,No
a8a0358f-a2fe-42c3-a154-0d21591a9de1,API,Olark Chat,No,0,0.0,0.0,Olark Chat Conversation,Select,Select,Unemployed,No,Select,12,15,No,No
8375adf8-f8fb-4985-9692-5c3d37419b70,Landing Page Submission,Organic Search,No,6,5.0,3.0,Email Opened,Business Administration,Student of SomeSchool,Unemployed,No,Other Cities,13,18,No,No
af964fca-a43b-4aad-bfba-e70f12b88505,API,Google,No,4,1245.0,2.0,SMS Sent,Select,Select,Unemployed,No,Select,15,16,No,Yes
74878c4b-50d7-4a13-9ec2-754360fb5dd0,API,Google,No,2,1101.0,1.0,SMS Sent,Marketing Management,Select,Working Professional,No,Select,15,16,No,Yes
a3a011d2-3f26-4be7-b678-570ac9bf4b88,Lead Add Form,Reference,No,2,826.0,1.0,Form Submitted on Website,Supply Chain Management,Select,Working Professional,No,Mumbai,13,20,Yes,Yes
aa978022-96be-45b7-bf9c-e00fec32734e,API,Olark Chat,No,3,430.0,1.5,Email Opened,Human Resource Management,Select,Unemployed,No,Mumbai,14,16,Yes,Yes
76c61ea5-19de-424f-bfaa-04a6fa5d0faf,Lead Add Form,Reference,No,0,0.0,0.0,Email Opened,Human Resource Management,Select,Working Professional,No,Select,15,19,No,Yes
d3f18d64-291d-4d7c-baef-e3647d102121,API,Organic Search,No,2,345.0,2.0,Had a Phone Conversation,Select,Select,Unemployed,No,Select,13,15,No,Yes
5f020238-8051-4350-ab03-bc089cfe0d9c,Lead Add Form,Reference,No,0,0.0,0.0,SMS Sent,Marketing Management,Select,Unemployed,No,Select,15,19,No,Yes
0fe5cf59-d155-41dc-ba39-4ef62426aa17,Lead Add Form,Reference,No,0,0.0,0.0,SMS Sent,Business Administration,Select,Unemployed,No,Select,15,19,No,Yes
2e9af01f-5ccd-49bf-aa62-fb88d45620e2,Lead Add Form,Reference,No,0,0.0,0.0,SMS Sent,Human Resource Management,Select,Unemployed,No,Select,15,19,No,Yes
d2028e62-0189-4e3e-8653-a4822d98eb56,Landing Page Submission,Google,No,14,1241.0,3.5,Email Opened,Operations Management,Online Search,Working Professional,No,Mumbai,16,20,No,Yes
b957cacd-3e20-41d3-8c63-9a6479488311,Lead Add Form,Reference,No,0,0.0,0.0,SMS Sent,"Banking, Investment And Insurance",Select,Working Professional,No,Select,15,19,No,Yes
64fa7b1f-d6ac-4b66-991a-7a4c4e4ec3e4,Lead Add Form,Reference,No,0,0.0,0.0,SMS Sent,Human Resource Management,Select,Working Professional,No,Select,15,18,No,Yes
1c87e9fd-c675-468e-9653-2cc968f077f2,Lead Add Form,Unknown,No,0,0.0,0.0,SMS Sent,Select,Select,Unemployed,No,Select,14,16,No,Yes
44efc6d4-fdfd-4638-bf55-38da6818f911,Lead Add Form,Reference,No,0,0.0,0.0,SMS Sent,Human Resource Management,Select,Working Professional,No,Select,15,19,No,Yes
46a92df7-9e40-4390-a815-c47125e019a9,API,Olark Chat,No,0,0.0,0.0,SMS Sent,Select,Select,Unemployed,No,Select,15,15,No,Yes
c54f2691-26f2-4f82-80cf-6b282088c1a4,Lead Add Form,Reference,No,0,0.0,0.0,Email Opened,Human Resource Management,Select,Working Professional,No,Select,15,19,No,Yes
2dd44a07-ea3a-4662-a9f5-6a8973210110,Lead Add Form,Reference,No,0,0.0,0.0,SMS Sent,Marketing Management,Select,Unemployed,No,Select,15,19,No,Yes
27bff521-8875-4558-9cbc-763cbecde2b9,Lead Add Form,Reference,No,0,759.0,0.0,Unknown,Business Administration,Select,Unemployed,No,Select,14,19,No,Yes
1208d53b-4940-4ef3-ad82-a5db0e0906e1,Lead Add Form,Reference,No,0,0.0,0.0,SMS Sent,Human Resource Management,Select,Working Professional,No,Select,15,19,No,Yes
84922ebc-1cfe-4869-b644-4751b22f2633,API,Google,No,6,1178.0,3.0,Email Opened,Select,Select,Unemployed,No,Select,12,15,No,No
a5c5f80a-7fb1-479c-961f-d958aafddf4e,Lead Add Form,Reference,No,0,0.0,0.0,Email Opened,Operations Management,Select,Unemployed,No,Thane & Outskirts,14,19,No,Yes
a40d908e-33ab-44c0-8801-5ed29c24710d,Lead Add Form,Reference,No,0,0.0,0.0,SMS Sent,Marketing Management,Select,Working Professional,No,Select,15,19,No,Yes
71780758-175f-46f3-8d23-055674333b51,Landing Page Submission,Google,No,4,222.0,1.33,Email Link Clicked,Finance Management,Select,Unemployed,No,Mumbai,13,18,Yes,No
b081f88e-11e8-4605-a2a0-4f5b1e8a1ff1,Landing Page Submission,Direct Traffic,No,17,104.0,3.4,Email Opened,Human Resource Management,Unknown,Unknown,No,Mumbai,14,18,Yes,No
5917a308-6fcd-4c53-89e5-17044d54f151,Landing Page Submission,Google,No,6,251.0,6.0,SMS Sent,Supply Chain Management,Online Search,Unemployed,No,Other Metro Cities,14,16,No,Yes
dfd05558-cfb0-4c95-b0d1-bd15f13ea791,Landing Page Submission,Google,No,7,84.0,1.75,Email Opened,E-COMMERCE,Word Of Mouth,Unemployed,No,Thane & Outskirts,15,14,Yes,No
668847f3-71b7-4561-b4e3-67178d977223,API,Google,No,2,1615.0,2.0,Email Opened,Select,Select,Unemployed,No,Select,13,15,No,No
c6faad91-2a68-4ef9-b9ea-8bb6926ad57e,API,Google,No,2,416.0,1.0,SMS Sent,Select,Select,Unemployed,No,Select,14,15,No,No
0bcc3d6c-8109-47dd-ae72-78bc6c058b42,Lead Add Form,Reference,No,0,0.0,0.0,SMS Sent,Select,Select,Unemployed,No,Select,15,17,No,Yes
a6a860d3-5772-4f74-82dc-275d47d8254d,API,Organic Search,No,3,926.0,3.0,SMS Sent,Select,Select,Unemployed,No,Select,15,15,No,Yes
02903c65-5918-41a9-86cc-991e13c3ff17,API,Google,No,2,360.0,2.0,SMS Sent,Select,Select,Unemployed,No,Select,13,15,No,No
19010eb3-aa89-4405-a74a-bab58175966c,API,Google,No,2,1794.0,2.0,SMS Sent,Unknown,Unknown,Unknown,No,Unknown,14,15,No,Yes
4f0eee1c-2b48-43b1-b1da-4a259d5d5cf9,Landing Page Submission,Direct Traffic,No,2,850.0,2.0,Email Opened,Business Administration,Word Of Mouth,Unemployed,No,Other Cities,15,16,No,Yes
5f98ae85-3c6c-496a-9a70-40ee2d906c63,API,Olark Chat,No,0,0.0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,No,Unknown,15,15,No,No
0ca87aef-fa6a-4b3c-acf7-36c1520e8a53,API,Google,No,2,1069.0,2.0,Email Opened,"Banking, Investment And Insurance",Select,Unemployed,No,Select,15,15,No,Yes
553dd3ce-4d54-49c5-a1f9-ae8f448e32bf,Landing Page Submission,Direct Traffic,No,2,326.0,2.0,Email Opened,Business Administration,Select,Student,No,Other Metro Cities,13,18,Yes,No
9d2d7baa-239e-49c2-87bd-e716bb0bc7fc,Landing Page Submission,Google,No,2,1458.0,1.0,Email Bounced,Marketing Management,Select,Unemployed,No,Mumbai,12,18,Yes,No
57108632-9332-4bda-8cd9-fd63d5b68064,Landing Page Submission,Direct Traffic,No,3,1389.0,3.0,Email Link Clicked,Marketing Management,Select,Working Professional,No,Mumbai,15,20,Yes,Yes
232f7d3b-ee3b-4987-8ef4-a84e8fdecedf,Landing Page Submission,Organic Search,No,4,1171.0,4.0,Email Opened,Finance Management,Select,Working Professional,No,Thane & Outskirts,15,17,No,Yes
6ecb98a0-9a5f-422d-bb4d-b5d33c34b9f6,Landing Page Submission,Google,No,2,253.0,2.0,Form Submitted on Website,Human Resource Management,Word Of Mouth,Unemployed,No,Mumbai,12,18,No,No
334ca78b-f055-4a39-aa7c-7637dd5b231d,API,Google,No,2,1059.0,2.0,Email Opened,IT Projects Management,Select,Unemployed,No,Thane & Outskirts,15,14,No,Yes
9d7f1d00-382b-4415-a08e-eee4ef0abfc6,Landing Page Submission,Google,No,5,266.0,5.0,SMS Sent,Human Resource Management,Student of SomeSchool,Unemployed,No,Thane & Outskirts,11,17,No,No
2c6577be-36e0-437c-8103-e6dd56b55010,Landing Page Submission,Direct Traffic,No,2,428.0,2.0,Email Opened,Marketing Management,Select,Unemployed,No,Other Cities of Maharashtra,12,17,Yes,No
81b118fd-d762-4791-aca6-df8488f6c378,Landing Page Submission,Google,No,3,1708.0,3.0,Email Opened,Business Administration,Online Search,Unemployed,No,Mumbai,13,18,No,No
11bd3f67-c7bf-4814-a7b5-80b121f4658d,Landing Page Submission,Direct Traffic,No,2,8.0,2.0,Email Opened,Operations Management,Unknown,Unknown,No,Thane & Outskirts,15,17,Yes,No
f1e206f0-37a0-48ac-8b20-5484f93589f8,API,Google,No,4,4.0,4.0,SMS Sent,Select,Select,Unemployed,No,Select,13,15,No,No
91d58e6b-f2ab-4845-b21d-a564a6256ac1,Landing Page Submission,Google,No,4,1075.0,4.0,Email Opened,Finance Management,Student of SomeSchool,Unemployed,No,Other Metro Cities,15,16,No,Yes
3bdbbe8d-bce2-4b20-a98f-07e1106997dd,API,Olark Chat,No,0,0.0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,No,Unknown,14,15,No,No
63926df7-6111-4983-83d9-0ccf2cb5f66d,Landing Page Submission,Direct Traffic,No,13,1018.0,6.5,SMS Sent,Supply Chain Management,Online Search,Working Professional,No,Mumbai,16,18,Yes,Yes
4faca952-de43-453a-8fdd-b697e364d6f7,API,Google,No,5,108.0,5.0,Email Opened,Select,Select,Unemployed,No,Select,14,15,No,No
97a5c0eb-02b5-462b-b31f-8b04d6dc097f,API,Google,Yes,3,202.0,3.0,Page Visited on Website,Marketing Management,Select,Unemployed,No,Select,16,14,No,No
fce72ab2-0424-480c-a9d5-a09ef343ed77,Landing Page Submission,Organic Search,No,3,560.0,3.0,SMS Sent,Travel and Tourism,Select,Unemployed,No,Thane & Outskirts,14,15,Yes,No
53409339-355c-4c22-bbe5-8eadc98a985e,Landing Page Submission,Google,No,7,1302.0,3.5,Email Opened,"Banking, Investment And Insurance",Select,Unemployed,No,Mumbai,15,18,No,Yes
5aaa6f89-d36c-4078-af82-5c1c70f6a7c1,Landing Page Submission,Google,No,4,416.0,4.0,SMS Sent,Media and Advertising,Online Search,Unemployed,No,Mumbai,14,17,No,No
c8998352-a39e-42ae-85cd-661c9c1a34b4,Landing Page Submission,Direct Traffic,No,5,300.0,5.0,Email Opened,"Banking, Investment And Insurance",Select,Unemployed,No,Other Cities of Maharashtra,14,17,Yes,Yes
7fffe2d8-4570-4413-b3b9-f55854e3fb2a,Landing Page Submission,Google,No,3,1459.0,3.0,SMS Sent,Finance Management,Other,Unemployed,No,Mumbai,15,18,No,Yes
ebdc54e1-445a-40fc-8b6e-d952230787db,Landing Page Submission,Google,No,4,255.0,4.0,Page Visited on Website,Business Administration,Multiple Sources,Unemployed,No,Other Cities of Maharashtra,13,17,No,No
2a8fcd14-f2f1-4af7-85fd-65215d8d3468,Lead Add Form,Welingak Website,No,1,1046.0,1.0,Page Visited on Website,Select,Select,Unemployed,No,Select,14,15,No,Yes
ada0c7d1-9f64-46b8-ad05-8127e9485add,API,Olark Chat,No,0,0.0,0.0,SMS Sent,Select,Select,Unemployed,No,Select,15,15,No,Yes
a4daca14-9c2b-4198-b391-befdfa978ded,API,Olark Chat,No,8,180.0,2.67,Olark Chat Conversation,"Banking, Investment And Insurance",Other,Unemployed,No,Mumbai,12,16,No,No
a053056a-a75d-4aa5-858d-0e2381837b32,API,Google,No,13,1667.0,4.33,SMS Sent,Select,Select,Unemployed,No,Select,16,15,No,Yes
84bec27c-7b3e-4012-91e1-4aadb5a58c7a,Lead Add Form,Welingak Website,No,0,0.0,0.0,SMS Sent,Select,Select,Unemployed,No,Select,11,15,No,No
6d7b3783-fa4b-46fc-88aa-5602052ae692,API,Google,No,2,1576.0,2.0,SMS Sent,Select,Select,Unemployed,No,Select,16,15,No,Yes
3c6c8850-c560-4a58-b58c-c3424d7170b1,Landing Page Submission,Google,No,5,651.0,5.0,Unreachable,International Business,Word Of Mouth,Unemployed,No,Mumbai,12,18,No,No
30d4faef-14bf-445f-9e94-5512df42987a,API,Olark Chat,No,0,0.0,0.0,Email Opened,Unknown,Unknown,Unknown,No,Unknown,16,15,No,No
1b283e06-4ed8-450d-9e70-116b163f2eca,API,Google,No,2,234.0,2.0,Email Link Clicked,Select,Select,Unemployed,No,Select,12,15,No,No
7db723d3-56dc-40b8-bfad-31b17dc9a58f,Landing Page Submission,Google,No,5,129.0,5.0,SMS Sent,Finance Management,Select,Unemployed,No,Mumbai,13,18,Yes,No
c55f58c7-0a5c-47e7-b41e-d9d2ee693f5c,API,Olark Chat,No,0,0.0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,No,Unknown,17,15,No,No
01825b19-c264-4229-80a8-b6ef25f71ef3,Landing Page Submission,Google,No,3,1499.0,3.0,SMS Sent,Healthcare Management,Multiple Sources,Working Professional,No,Mumbai,15,15,No,Yes
f6ff4abf-8861-4800-8dfe-811f5cd7a49a,Landing Page Submission,Google,No,6,71.0,6.0,Email Opened,Finance Management,Other,Unemployed,No,Other Cities,14,16,No,No
5c1603b9-5a60-4bcc-bfba-2d675b941a03,API,Google,No,2,53.0,2.0,SMS Sent,Select,Select,Unemployed,No,Select,10,15,No,No
97180950-e5bc-4d10-8cf9-ec4d49be23f1,API,Olark Chat,No,0,0.0,0.0,Email Opened,Select,Select,Unemployed,No,Select,15,15,No,Yes
03a14174-b36d-4d21-8a6c-a96c9d117804,API,Olark Chat,No,0,0.0,0.0,SMS Sent,Select,Select,Unemployed,No,Select,14,15,No,No
4210dc90-ab95-4158-acfa-2760189112be,API,Google,No,3,489.0,3.0,Email Opened,Human Resource Management,Select,Working Professional,No,Thane & Outskirts,15,17,No,Yes
ff1f908b-8168-4f19-8a0e-4ec50a31b719,Landing Page Submission,Google,No,5,1013.0,5.0,Email Opened,Finance Management,Advertisements,Unemployed,No,Other Cities of Maharashtra,15,19,No,Yes
cac35105-9c05-433c-8f2c-78e6ef3e53b4,API,Direct Traffic,No,2,702.0,2.0,Olark Chat Conversation,Select,Select,Unemployed,No,Select,14,15,No,No
d2086ac3-4a7e-11e6-b61b-22000aa8e760,Lead Import,Facebook,No,0,0.0,0.0,SMS Sent,Hospitality Management,Select,Unemployed,No,Other Cities of Maharashtra,14,11,No,No
d2086c68-4a7e-11e6-b61b-22000aa8e760,Lead Import,Facebook,No,0,289.0,0.0,Unknown,Finance Management,Select,Unemployed,No,Mumbai,13,15,No,No
d2086ddd-4a7e-11e6-b61b-22000aa8e760,Lead Import,Facebook,No,0,0.0,0.0,Email Opened,Finance Management,Select,Unemployed,No,Other Cities of Maharashtra,14,14,No,No
d2086fd9-4a7e-11e6-b61b-22000aa8e760,Lead Import,Facebook,No,0,0.0,0.0,SMS Sent,E-COMMERCE,Select,Unemployed,No,Mumbai,11,12,No,No
d20870ad-4a7e-11e6-b61b-22000aa8e760,Lead Import,Facebook,No,0,0.0,0.0,Email Opened,Human Resource Management,Select,Unemployed,No,Mumbai,14,16,No,Yes
d2087134-4a7e-11e6-b61b-22000aa8e760,Lead Import,Facebook,No,0,0.0,0.0,Email Opened,Finance Management,Select,Unemployed,No,Other Cities of Maharashtra,15,15,No,Yes
d208729a-4a7e-11e6-b61b-22000aa8e760,Lead Import,Facebook,No,0,0.0,0.0,Email Opened,E-COMMERCE,Select,Unemployed,No,Mumbai,13,12,No,No
d20886b8-4a7e-11e6-b61b-22000aa8e760,Lead Import,Facebook,No,8,76.0,8.0,Email Opened,Operations Management,Select,Unemployed,No,Thane & Outskirts,13,14,No,No
d208873b-4a7e-11e6-b61b-22000aa8e760,Lead Import,Facebook,No,0,0.0,0.0,Email Opened,Media and Advertising,Select,Unemployed,No,Other Cities of Maharashtra,13,13,No,No
d20889f6-4a7e-11e6-b61b-22000aa8e760,Lead Import,Facebook,No,0,0.0,0.0,Email Opened,Business Administration,Select,Working Professional,No,Mumbai,15,16,No,Yes
d2089028-4a7e-11e6-b61b-22000aa8e760,Lead Import,Facebook,No,0,0.0,0.0,Email Opened,Finance Management,Select,Unemployed,No,Mumbai,14,16,No,Yes
d208937e-4a7e-11e6-b61b-22000aa8e760,Lead Import,Facebook,No,0,0.0,0.0,SMS Sent,Human Resource Management,Select,Unemployed,No,Mumbai,15,15,No,Yes
ee0919d8-9dfe-477f-baa9-909c6f058b75,API,Olark Chat,No,0,0.0,0.0,Email Opened,Select,Select,Unemployed,No,Select,15,15,No,No
b8b36555-9605-465d-839a-970f30537f47,API,Google,No,2,925.0,2.0,Olark Chat Conversation,Select,Select,Unemployed,No,Select,15,15,No,Yes
31b98c1c-9795-4bfd-aaad-20cfeb54d024,Landing Page Submission,Others,No,2,1184.0,2.0,Email Opened,Marketing Management,Select,Unemployed,No,Thane & Outskirts,14,16,No,Yes
975cf98a-9688-4165-b22b-dff911e160bf,API,Olark Chat,No,4,263.0,1.33,Email Opened,Operations Management,Online Search,Unemployed,No,Other Cities of Maharashtra,14,15,No,Yes
55526654-391d-4b55-b812-40b72920a6e7,Landing Page Submission,Google,No,3,949.0,3.0,Email Opened,Marketing Management,Email,Unemployed,No,Mumbai,15,18,No,Yes
242e4429-6ce6-46a5-998e-dbe7f1c4fef9,API,Google,No,5,220.0,5.0,Olark Chat Conversation,Unknown,Unknown,Unknown,No,Unknown,15,15,No,No
e4d7db64-1d04-46d3-b2ab-efef1359b16c,Landing Page Submission,Direct Traffic,No,3,812.0,3.0,SMS Sent,Marketing Management,Select,Unemployed,No,Mumbai,14,18,Yes,Yes
52330b83-a2d6-40ca-bd7a-b4ad38049a0a,API,Google,No,3,1213.0,1.5,Email Opened,Select,Select,Unemployed,No,Select,15,15,No,Yes
136cbe20-a749-429d-acdb-26df7d70fa5c,API,Olark Chat,No,0,0.0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,No,Unknown,17,15,No,No
14f65545-a240-480f-8882-f94db79d4454,Landing Page Submission,Google,No,4,239.0,4.0,SMS Sent,Supply Chain Management,Email,Unemployed,No,Other Cities of Maharashtra,14,17,No,No
8a6284f3-ec03-4d65-a6e8-42f6d4a6395e,Landing Page Submission,Google,No,3,1622.0,3.0,Email Opened,IT Projects Management,Multiple Sources,Unemployed,No,Mumbai,15,15,No,Yes
3ec9b447-c2c5-4768-bc80-fff9bc18b610,Landing Page Submission,Direct Traffic,No,4,177.0,4.0,Email Opened,IT Projects Management,Unknown,Unknown,No,Other Cities,14,13,Yes,No
8d5d8606-edd3-4ebe-b6dd-dcc0e2e4a430,API,Olark Chat,No,1,216.0,1.0,Olark Chat Conversation,Unknown,Unknown,Unknown,No,Unknown,17,15,No,No
e9ea5254-062c-48e7-a715-ac4509771f01,API,Olark Chat,No,0,0.0,0.0,Olark Chat Conversation,Select,Select,Unemployed,No,Select,15,14,No,No
ffb7ba6c-4a95-43b4-bfeb-e3029025a03a,Landing Page Submission,Direct Traffic,No,7,268.0,7.0,Email Opened,Healthcare Management,Select,Unemployed,No,Mumbai,14,15,Yes,No
